Infrared Value : 0.00  Visible Value: 0.00 lux data0: 00 lux data1: 00 lux data2: 00 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 4.00 lux data0: 06 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 5.00 lux data0: 07 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 5.00 lux data0: 07 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 5.00 lux data0: 07 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 2.00  Visible Value: 5.00 lux data0: 07 lux data1: 00 lux data2: 02 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
Infrared Value : 3.00  Visible Value: 4.00 lux data0: 07 lux data1: 00 lux data2: 03 lux data3: 00 lux 
