Infrared Value : 0.00  Visible Value: 0.00 lux data0: 00 lux data1: 00 lux data2: 00 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 32.00 lux data0: 39 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 7.00  Visible Value: 31.00 lux data0: 38 lux data1: 00 lux data2: 07 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 32.00 lux data0: 38 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 32.00 lux data0: 38 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 32.00 lux data0: 38 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 32.00 lux data0: 38 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 32.00 lux data0: 38 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 30.00 lux data0: 36 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 30.00 lux data0: 36 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 30.00 lux data0: 36 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 30.00 lux data0: 36 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 30.00 lux data0: 36 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 30.00 lux data0: 36 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
Infrared Value : 6.00  Visible Value: 31.00 lux data0: 37 lux data1: 00 lux data2: 06 lux data3: 00 lux 
